Overriding config with config/gpt3-small-like-withdrop32b128b.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = True # override via command line if you like
wandb_project = 'data309gptnew'
wandb_run_name = 'Gpt3likewithdrop32batch128block'

dataset = 'lyrics'
gradient_accumulation_steps = 1
batch_size = 32 # TO BE PROPERLY DETERMINED
block_size = 128 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 12
n_head = 12
n_embd = 768
dropout = 0.1

learning_rate = 6.0e-4 # with baby networks can afford to go a bit higher
max_iters = 4000
lr_decay_iters = 4000# make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
device = 'cuda' 
# compile = False # do not torch compile the model

Overriding: device = cuda
Overriding: compile = True
tokens per iteration will be: 4,096
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.59M
num decayed parameter tensors: 50, with 123,666,432 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
iter 412: loss 4.5942, time 169.18ms, mfu 5.83%
iter 413: loss 4.4798, time 162.61ms, mfu 5.85%
iter 414: loss 4.7242, time 172.15ms, mfu 5.84%
iter 415: loss 4.7293, time 172.58ms, mfu 5.83%
iter 416: loss 4.4424, time 172.86ms, mfu 5.83%
iter 417: loss 4.7685, time 171.06ms, mfu 5.82%
iter 418: loss 4.4755, time 168.47ms, mfu 5.83%
iter 419: loss 4.5186, time 173.02ms, mfu 5.82%
iter 420: loss 4.5559, time 169.86ms, mfu 5.82%
iter 421: loss 4.6146, time 167.91ms, mfu 5.83%
iter 422: loss 4.7939, time 170.50ms, mfu 5.83%
iter 423: loss 5.0498, time 164.43ms, mfu 5.85%
iter 424: loss 4.7749, time 177.69ms, mfu 5.82%
iter 425: loss 4.7121, time 170.77ms, mfu 5.82%
iter 426: loss 4.5741, time 163.29ms, mfu 5.85%
iter 427: loss 4.6844, time 175.41ms, mfu 5.83%
iter 428: loss 4.7164, time 169.85ms, mfu 5.83%
iter 429: loss 4.7817, time 170.81ms, mfu 5.83%
iter 430: loss 4.6796, time 170.91ms, mfu 5.82%
iter 431: loss 4.6294, time 170.33ms, mfu 5.82%
iter 432: loss 4.4377, time 170.62ms, mfu 5.82%
iter 433: loss 4.4000, time 171.00ms, mfu 5.82%
iter 434: loss 4.4883, time 171.37ms, mfu 5.82%
iter 435: loss 4.6020, time 164.49ms, mfu 5.84%
iter 436: loss 4.9508, time 171.49ms, mfu 5.83%
iter 437: loss 4.8000, time 167.32ms, mfu 5.84%
iter 438: loss 4.6532, time 176.21ms, mfu 5.82%
iter 439: loss 4.4495, time 170.46ms, mfu 5.82%
iter 440: loss 4.5021, time 170.72ms, mfu 5.82%
iter 441: loss 4.6372, time 170.26ms, mfu 5.82%
iter 442: loss 4.5745, time 170.32ms, mfu 5.82%
iter 443: loss 4.7414, time 169.78ms, mfu 5.82%
iter 444: loss 4.6804, time 162.56ms, mfu 5.85%
iter 445: loss 4.9033, time 172.42ms, mfu 5.84%
iter 446: loss 4.5285, time 173.04ms, mfu 5.83%
iter 447: loss 4.5964, time 170.63ms, mfu 5.83%
iter 448: loss 4.6905, time 172.23ms, mfu 5.82%
iter 449: loss 4.5272, time 170.38ms, mfu 5.82%
iter 450: loss 4.4959, time 170.76ms, mfu 5.82%
iter 451: loss 4.6200, time 170.68ms, mfu 5.82%
iter 452: loss 4.9610, time 164.19ms, mfu 5.84%
iter 453: loss 4.4897, time 171.94ms, mfu 5.84%
iter 454: loss 4.3744, time 172.88ms, mfu 5.83%
iter 455: loss 4.6089, time 170.48ms, mfu 5.83%
iter 456: loss 4.7590, time 163.17ms, mfu 5.85%
iter 457: loss 4.5058, time 181.44ms, mfu 5.81%
iter 458: loss 4.7265, time 166.07ms, mfu 5.83%
iter 459: loss 4.5993, time 164.21ms, mfu 5.85%
iter 460: loss 4.6898, time 174.29ms, mfu 5.83%
iter 461: loss 4.6233, time 170.70ms, mfu 5.83%
iter 462: loss 4.8880, time 168.54ms, mfu 5.84%
iter 463: loss 4.6820, time 173.13ms, mfu 5.83%
iter 464: loss 4.5958, time 171.18ms, mfu 5.82%
iter 465: loss 4.5663, time 171.45ms, mfu 5.82%
iter 466: loss 4.6047, time 168.27ms, mfu 5.83%
iter 467: loss 4.5320, time 168.09ms, mfu 5.83%
iter 468: loss 4.7701, time 169.02ms, mfu 5.84%
iter 469: loss 4.6588, time 172.08ms, mfu 5.83%
iter 470: loss 4.6041, time 170.92ms, mfu 5.83%
iter 471: loss 4.7424, time 170.71ms, mfu 5.83%
iter 472: loss 4.7319, time 170.72ms, mfu 5.83%
iter 473: loss 4.4850, time 161.79ms, mfu 5.86%
iter 474: loss 4.5950, time 170.70ms, mfu 5.85%
iter 475: loss 4.5524, time 176.52ms, mfu 5.83%
iter 476: loss 4.5310, time 171.16ms, mfu 5.82%
iter 477: loss 4.4633, time 170.35ms, mfu 5.82%
iter 478: loss 4.4266, time 170.52ms, mfu 5.82%
iter 479: loss 4.6360, time 170.85ms, mfu 5.82%
iter 480: loss 4.5236, time 164.43ms, mfu 5.84%
iter 481: loss 4.5439, time 173.41ms, mfu 5.83%
iter 482: loss 4.7028, time 170.59ms, mfu 5.83%
iter 483: loss 4.5325, time 169.55ms, mfu 5.83%
iter 484: loss 4.5140, time 170.26ms, mfu 5.83%
iter 485: loss 4.3576, time 164.52ms, mfu 5.85%
iter 486: loss 4.4443, time 171.68ms, mfu 5.84%
iter 487: loss 4.3971, time 173.33ms, mfu 5.83%
iter 488: loss 4.5012, time 170.00ms, mfu 5.83%
iter 489: loss 4.3937, time 170.36ms, mfu 5.83%
iter 490: loss 4.6022, time 171.40ms, mfu 5.83%
iter 491: loss 4.5270, time 166.94ms, mfu 5.84%
iter 492: loss 4.6721, time 174.46ms, mfu 5.82%
iter 493: loss 4.4432, time 170.24ms, mfu 5.82%
iter 494: loss 4.8759, time 170.02ms, mfu 5.82%
iter 495: loss 4.9752, time 166.77ms, mfu 5.84%
iter 496: loss 4.6563, time 174.14ms, mfu 5.82%
iter 497: loss 4.6761, time 169.93ms, mfu 5.82%
iter 498: loss 4.4884, time 168.87ms, mfu 5.83%
iter 499: loss 4.6926, time 170.02ms, mfu 5.83%
step 500: train loss 4.5732, val loss 4.3812
saving checkpoint to out
iter 500: loss 4.6727, time 5919.38ms, mfu 5.26%
iter 501: loss 4.6698, time 186.86ms, mfu 5.27%
iter 502: loss 4.5406, time 171.14ms, mfu 5.32%
iter 503: loss 4.4312, time 167.80ms, mfu 5.38%
iter 504: loss 4.8286, time 169.70ms, mfu 5.43%
iter 505: loss 4.7016, time 166.68ms, mfu 5.48%
iter 506: loss 4.3376, time 174.33ms, mfu 5.50%
iter 507: loss 4.5070, time 170.75ms, mfu 5.53%
iter 508: loss 4.6944, time 169.53ms, mfu 5.56%
iter 509: loss 4.6322, time 170.59ms, mfu 5.59%
iter 510: loss 4.4693, time 164.34ms, mfu 5.63%
iter 511: loss 4.4063, time 169.22ms, mfu 5.66%
iter 512: loss 4.5367, time 174.04ms, mfu 5.66%
iter 513: loss 4.5055, time 172.22ms, mfu 5.67%
iter 514: loss 4.5654, time 171.13ms, mfu 5.68%
iter 515: loss 4.7007, time 168.62ms, mfu 5.70%
iter 516: loss 4.5160, time 167.11ms, mfu 5.73%
iter 517: loss 4.4491, time 170.21ms, mfu 5.74%
iter 518: loss 4.6488, time 173.12ms, mfu 5.74%
iter 519: loss 4.4737, time 169.84ms, mfu 5.75%
iter 520: loss 4.5143, time 170.68ms, mfu 5.75%
iter 521: loss 4.7833, time 170.68ms, mfu 5.76%
iter 522: loss 4.7402, time 170.49ms, mfu 5.77%
iter 523: loss 4.3851, time 163.97ms, mfu 5.79%
iter 524: loss 4.6977, time 170.52ms, mfu 5.80%
iter 525: loss 4.6753, time 174.34ms, mfu 5.79%
iter 526: loss 4.3948, time 170.44ms, mfu 5.79%
iter 527: loss 4.8237, time 170.92ms, mfu 5.79%
iter 528: loss 4.6287, time 170.31ms, mfu 5.79%
iter 529: loss 4.5959, time 166.10ms, mfu 5.81%
iter 530: loss 4.5613, time 168.01ms, mfu 5.82%
iter 531: loss 4.6686, time 175.51ms, mfu 5.80%
iter 532: loss 4.5584, time 169.03ms, mfu 5.81%
iter 533: loss 4.5591, time 170.48ms, mfu 5.81%
iter 534: loss 4.4318, time 170.52ms, mfu 5.81%
iter 535: loss 4.6759, time 169.87ms, mfu 5.82%
iter 536: loss 4.4764, time 169.71ms, mfu 5.82%
iter 537: loss 4.5310, time 172.90ms, mfu 5.81%
iter 538: loss 4.6943, time 165.02ms, mfu 5.83%
iter 539: loss 4.6721, time 173.35ms, mfu 5.82%
iter 540: loss 4.7367, time 171.92ms, mfu 5.81%
iter 541: loss 4.8055, time 166.77ms, mfu 5.83%
iter 542: loss 4.5068, time 170.94ms, mfu 5.83%
iter 543: loss 4.6491, time 171.58ms, mfu 5.82%
iter 544: loss 4.4641, time 171.05ms, mfu 5.82%
iter 545: loss 4.4075, time 166.49ms, mfu 5.83%
iter 546: loss 4.6130, time 173.18ms, mfu 5.82%
iter 547: loss 4.4803, time 168.73ms, mfu 5.83%
iter 548: loss 4.5924, time 167.28ms, mfu 5.84%
iter 549: loss 4.5311, time 173.19ms, mfu 5.83%
iter 550: loss 4.6278, time 171.23ms, mfu 5.82%
iter 551: loss 4.3727, time 168.76ms, mfu 5.83%
iter 552: loss 4.6354, time 172.13ms, mfu 5.82%
iter 553: loss 4.4974, time 163.55ms, mfu 5.85%
iter 554: loss 4.5243, time 169.94ms, mfu 5.85%
iter 555: loss 4.7480, time 172.33ms, mfu 5.84%
iter 556: loss 4.5547, time 172.58ms, mfu 5.83%
iter 557: loss 4.3500, time 171.78ms, mfu 5.82%
iter 558: loss 4.5215, time 169.10ms, mfu 5.83%
iter 559: loss 4.2349, time 162.77ms, mfu 5.85%
iter 560: loss 4.5541, time 172.79ms, mfu 5.84%
iter 561: loss 4.7870, time 174.20ms, mfu 5.83%
iter 562: loss 4.4821, time 170.20ms, mfu 5.83%
iter 563: loss 4.4372, time 169.84ms, mfu 5.83%
iter 564: loss 4.5000, time 171.53ms, mfu 5.82%
iter 565: loss 4.3532, time 168.49ms, mfu 5.83%
iter 566: loss 4.8934, time 171.88ms, mfu 5.83%
iter 567: loss 4.5934, time 165.97ms, mfu 5.84%
iter 568: loss 4.3500, time 174.53ms, mfu 5.82%
iter 569: loss 4.4743, time 168.47ms, mfu 5.83%
iter 570: loss 4.5544, time 170.09ms, mfu 5.83%
iter 571: loss 4.4524, time 167.47ms, mfu 5.84%
iter 572: loss 4.6665, time 174.41ms, mfu 5.83%
iter 573: loss 4.7623, time 171.20ms, mfu 5.82%
iter 574: loss 4.5644, time 168.34ms, mfu 5.83%
iter 575: loss 4.6818, time 166.79ms, mfu 5.84%
iter 576: loss 4.6538, time 172.47ms, mfu 5.83%
iter 577: loss 4.5371, time 168.81ms, mfu 5.84%
iter 578: loss 4.5186, time 168.21ms, mfu 5.84%
iter 579: loss 4.4421, time 175.57ms, mfu 5.82%
iter 580: loss 4.6266, time 171.16ms, mfu 5.82%
iter 581: loss 4.3851, time 170.00ms, mfu 5.82%
iter 582: loss 4.6440, time 168.58ms, mfu 5.83%
iter 583: loss 4.7223, time 171.40ms, mfu 5.82%
iter 584: loss 4.4056, time 169.48ms, mfu 5.83%
iter 585: loss 4.3527, time 169.36ms, mfu 5.83%
iter 586: loss 4.5556, time 169.91ms, mfu 5.83%
iter 587: loss 4.6249, time 170.47ms, mfu 5.83%
iter 588: loss 4.3792, time 170.76ms, mfu 5.83%
iter 589: loss 4.7092, time 163.76ms, mfu 5.85%
iter 590: loss 4.6154, time 170.54ms, mfu 5.85%
iter 591: loss 4.5431, time 172.81ms, mfu 5.84%
iter 592: loss 4.4758, time 171.49ms, mfu 5.83%
iter 593: loss 4.6407, time 171.27ms, mfu 5.83%
iter 594: loss 4.5010, time 164.77ms, mfu 5.85%
iter 595: loss 4.5565, time 177.98ms, mfu 5.82%
iter 596: loss 4.5280, time 165.72ms, mfu 5.84%
iter 597: loss 4.0916, time 171.58ms, mfu 5.83%
iter 598: loss 4.5956, time 170.46ms, mfu 5.83%
iter 599: loss 4.5317, time 170.86ms, mfu 5.83%
iter 600: loss 4.6144, time 169.73ms, mfu 5.83%
iter 601: loss 4.5209, time 169.09ms, mfu 5.83%
iter 602: loss 4.4183, time 166.05ms, mfu 5.85%
iter 603: loss 4.6487, time 177.04ms, mfu 5.82%
iter 604: loss 4.8812, time 166.11ms, mfu 5.84%
iter 605: loss 4.7274, time 174.29ms, mfu 5.82%
iter 606: loss 4.6038, time 169.78ms, mfu 5.83%
iter 607: loss 4.4570, time 167.89ms, mfu 5.83%
iter 608: loss 4.6236, time 171.95ms, mfu 5.83%
iter 609: loss 4.6076, time 170.61ms, mfu 5.83%
iter 610: loss 4.1229, time 170.97ms, mfu 5.82%
iter 611: loss 4.3062, time 168.29ms, mfu 5.83%
iter 612: loss 4.5322, time 172.98ms, mfu 5.82%
iter 613: loss 4.5733, time 161.78ms, mfu 5.85%
iter 614: loss 4.5719, time 173.59ms, mfu 5.84%
iter 615: loss 4.6625, time 173.59ms, mfu 5.83%
iter 616: loss 4.4359, time 170.68ms, mfu 5.82%
iter 617: loss 4.4541, time 170.73ms, mfu 5.82%
iter 618: loss 4.5563, time 171.09ms, mfu 5.82%
iter 619: loss 4.4888, time 169.87ms, mfu 5.82%
iter 620: loss 4.5997, time 164.83ms, mfu 5.84%
iter 621: loss 4.4796, time 174.15ms, mfu 5.83%
iter 622: loss 4.4226, time 170.59ms, mfu 5.83%
iter 623: loss 4.3696, time 170.45ms, mfu 5.83%
iter 624: loss 4.4446, time 170.45ms, mfu 5.83%
iter 625: loss 4.4523, time 169.31ms, mfu 5.83%
iter 626: loss 4.2377, time 168.70ms, mfu 5.83%
iter 627: loss 4.4219, time 171.42ms, mfu 5.83%
iter 628: loss 4.5087, time 169.33ms, mfu 5.83%
iter 629: loss 4.5771, time 172.98ms, mfu 5.82%
iter 630: loss 4.5792, time 168.91ms, mfu 5.83%
iter 631: loss 4.3073, time 169.95ms, mfu 5.83%
iter 632: loss 4.6425, time 170.92ms, mfu 5.83%
iter 633: loss 4.6882, time 167.93ms, mfu 5.83%
iter 634: loss 4.5040, time 173.85ms, mfu 5.82%
iter 635: loss 4.6672, time 170.74ms, mfu 5.82%
iter 636: loss 4.3768, time 170.49ms, mfu 5.82%
iter 637: loss 4.5769, time 167.28ms, mfu 5.83%
iter 638: loss 4.3125, time 170.89ms, mfu 5.83%
iter 639: loss 4.4914, time 164.66ms, mfu 5.85%
iter 640: loss 4.4458, time 172.80ms, mfu 5.84%
iter 641: loss 4.6120, time 172.20ms, mfu 5.83%
iter 642: loss 4.5348, time 170.85ms, mfu 5.83%
iter 643: loss 4.4466, time 173.07ms, mfu 5.82%
iter 644: loss 4.4239, time 169.59ms, mfu 5.82%
iter 645: loss 4.6589, time 163.68ms, mfu 5.85%
iter 646: loss 4.6452, time 175.15ms, mfu 5.83%
iter 647: loss 4.4030, time 172.23ms, mfu 5.82%
iter 648: loss 4.5172, time 170.42ms, mfu 5.82%
iter 649: loss 4.5200, time 165.94ms, mfu 5.84%
iter 650: loss 4.3781, time 174.27ms, mfu 5.82%
iter 651: loss 4.4529, time 169.73ms, mfu 5.82%
iter 652: loss 4.4410, time 167.77ms, mfu 5.83%
iter 653: loss 4.5536, time 175.48ms, mfu 5.82%
iter 654: loss 4.4224, time 169.88ms, mfu 5.82%
iter 655: loss 4.5849, time 168.45ms, mfu 5.82%
iter 656: loss 4.6505, time 169.26ms, mfu 5.83%
iter 657: loss 4.4632, time 167.40ms, mfu 5.84%
iter 658: loss 4.7166, time 171.90ms, mfu 5.83%
iter 659: loss 4.5096, time 173.77ms, mfu 5.82%
iter 660: loss 4.7366, time 168.61ms, mfu 5.83%
iter 661: loss 4.4187, time 167.43ms, mfu 5.84%
iter 662: loss 4.4893, time 171.93ms, mfu 5.83%
iter 663: loss 4.2158, time 166.00ms, mfu 5.84%
iter 664: loss 4.2862, time 173.26ms, mfu 5.83%
iter 665: loss 4.5036, time 171.66ms, mfu 5.83%
iter 666: loss 4.4810, time 172.63ms, mfu 5.82%
iter 667: loss 4.3791, time 170.86ms, mfu 5.82%
iter 668: loss 4.5649, time 169.09ms, mfu 5.82%
iter 669: loss 4.4117, time 166.17ms, mfu 5.84%
iter 670: loss 4.4735, time 176.95ms, mfu 5.81%
iter 671: loss 4.8553, time 166.03ms, mfu 5.83%
iter 672: loss 4.5205, time 171.24ms, mfu 5.83%
iter 673: loss 4.4297, time 170.86ms, mfu 5.82%
iter 674: loss 4.5456, time 167.55ms, mfu 5.83%
iter 675: loss 4.5350, time 169.17ms, mfu 5.84%
iter 676: loss 4.6182, time 180.62ms, mfu 5.80%
iter 677: loss 4.3844, time 165.33ms, mfu 5.82%
iter 678: loss 4.4710, time 170.45ms, mfu 5.82%
iter 679: loss 4.3812, time 169.15ms, mfu 5.83%
iter 680: loss 4.4631, time 170.15ms, mfu 5.83%
iter 681: loss 4.5299, time 169.62ms, mfu 5.83%
iter 682: loss 4.6883, time 170.46ms, mfu 5.83%
iter 683: loss 4.4972, time 170.76ms, mfu 5.83%
iter 684: loss 4.3593, time 171.49ms, mfu 5.82%
iter 685: loss 4.6942, time 170.81ms, mfu 5.82%
iter 686: loss 4.4878, time 164.24ms, mfu 5.84%
iter 687: loss 4.4312, time 176.68ms, mfu 5.82%
iter 688: loss 4.6354, time 166.65ms, mfu 5.83%
iter 689: loss 4.6167, time 173.34ms, mfu 5.82%
iter 690: loss 4.3974, time 173.39ms, mfu 5.81%
iter 691: loss 4.6138, time 167.11ms, mfu 5.82%
iter 692: loss 4.5579, time 169.64ms, mfu 5.83%
iter 693: loss 4.5326, time 168.82ms, mfu 5.83%
iter 694: loss 4.5934, time 175.09ms, mfu 5.82%
iter 695: loss 4.3081, time 169.84ms, mfu 5.82%
iter 696: loss 4.4839, time 170.86ms, mfu 5.82%
iter 697: loss 4.3821, time 172.78ms, mfu 5.81%
iter 698: loss 4.6896, time 161.88ms, mfu 5.84%
iter 699: loss 4.4108, time 170.72ms, mfu 5.84%
iter 700: loss 4.5517, time 173.89ms, mfu 5.82%
iter 701: loss 4.2340, time 172.68ms, mfu 5.82%
iter 702: loss 4.2707, time 170.78ms, mfu 5.82%
iter 703: loss 4.5888, time 169.04ms, mfu 5.82%
iter 704: loss 4.4118, time 164.66ms, mfu 5.84%
iter 705: loss 4.2608, time 171.93ms, mfu 5.83%
iter 706: loss 4.3855, time 172.35ms, mfu 5.83%
iter 707: loss 4.4852, time 170.47ms, mfu 5.83%
iter 708: loss 4.3157, time 170.45ms, mfu 5.83%
iter 709: loss 4.4679, time 171.60ms, mfu 5.82%
iter 710: loss 4.4137, time 163.13ms, mfu 5.85%
iter 711: loss 4.4330, time 175.20ms, mfu 5.83%
iter 712: loss 4.5192, time 170.86ms, mfu 5.83%
iter 713: loss 4.6150, time 170.73ms, mfu 5.82%
iter 714: loss 4.5113, time 169.14ms, mfu 5.83%
iter 715: loss 4.2633, time 171.69ms, mfu 5.82%
iter 716: loss 4.4367, time 170.56ms, mfu 5.82%
iter 717: loss 4.6346, time 170.58ms, mfu 5.82%
iter 718: loss 4.2280, time 170.22ms, mfu 5.82%
iter 719: loss 4.2874, time 168.91ms, mfu 5.83%
iter 720: loss 4.3228, time 170.72ms, mfu 5.83%
iter 721: loss 4.4383, time 168.20ms, mfu 5.83%
iter 722: loss 4.5065, time 169.95ms, mfu 5.83%
iter 723: loss 4.2442, time 168.19ms, mfu 5.84%
iter 724: loss 4.3620, time 175.52ms, mfu 5.82%
iter 725: loss 4.6855, time 168.05ms, mfu 5.83%
iter 726: loss 4.4327, time 171.41ms, mfu 5.83%
iter 727: loss 4.4225, time 172.11ms, mfu 5.82%
iter 728: loss 4.4853, time 171.62ms, mfu 5.82%
iter 729: loss 4.3566, time 168.20ms, mfu 5.82%
iter 730: loss 4.2209, time 171.01ms, mfu 5.82%
iter 731: loss 4.1924, time 170.19ms, mfu 5.82%
iter 732: loss 4.3377, time 170.39ms, mfu 5.82%
iter 733: loss 4.4449, time 168.98ms, mfu 5.83%
iter 734: loss 4.3258, time 172.90ms, mfu 5.82%
iter 735: loss 4.6432, time 163.44ms, mfu 5.84%
iter 736: loss 4.3112, time 175.15ms, mfu 5.83%
iter 737: loss 4.4088, time 169.92ms, mfu 5.83%
iter 738: loss 4.2661, time 171.37ms, mfu 5.82%
iter 739: loss 4.1106, time 168.37ms, mfu 5.83%
iter 740: loss 4.4344, time 166.35ms, mfu 5.84%
iter 741: loss 4.4316, time 174.57ms, mfu 5.83%
iter 742: loss 4.4519, time 171.19ms, mfu 5.82%
iter 743: loss 4.2919, time 168.98ms, mfu 5.83%
iter 744: loss 4.4840, time 171.59ms, mfu 5.82%
iter 745: loss 4.4927, time 171.59ms, mfu 5.82%
iter 746: loss 4.2719, time 170.33ms, mfu 5.82%
iter 747: loss 4.2501, time 170.38ms, mfu 5.82%
iter 748: loss 4.2879, time 168.98ms, mfu 5.83%
iter 749: loss 4.3964, time 174.62ms, mfu 5.81%
step 750: train loss 4.3877, val loss 4.1590
saving checkpoint to out
iter 750: loss 4.6001, time 6367.09ms, mfu 5.25%
iter 751: loss 4.2388, time 170.06ms, mfu 5.30%
iter 752: loss 4.4630, time 172.22ms, mfu 5.35%
iter 753: loss 4.8059, time 170.98ms, mfu 5.40%
iter 754: loss 4.5055, time 172.28ms, mfu 5.43%
iter 755: loss 4.3645, time 163.33ms, mfu 5.50%
iter 756: loss 4.5217, time 170.40ms, mfu 5.53%
iter 757: loss 4.4535, time 171.63ms, mfu 5.55%
iter 758: loss 3.9580, time 171.14ms, mfu 5.58%
iter 759: loss 4.4471, time 171.00ms, mfu 5.60%
iter 760: loss 4.3104, time 171.48ms, mfu 5.62%
iter 761: loss 4.2030, time 165.28ms, mfu 5.66%
iter 762: loss 4.3175, time 171.25ms, mfu 5.67%
iter 763: loss 4.3501, time 170.58ms, mfu 5.69%
iter 764: loss 4.2728, time 170.45ms, mfu 5.70%
iter 765: loss 4.6224, time 171.15ms, mfu 5.71%
iter 766: loss 4.4814, time 169.78ms, mfu 5.72%
iter 767: loss 4.6639, time 167.83ms, mfu 5.74%
iter 768: loss 4.6311, time 173.30ms, mfu 5.74%
iter 769: loss 4.3701, time 163.61ms, mfu 5.77%
iter 770: loss 4.2510, time 170.90ms, mfu 5.78%
iter 771: loss 4.4383, time 174.16ms, mfu 5.77%
iter 772: loss 4.2598, time 170.99ms, mfu 5.77%
iter 773: loss 4.3519, time 165.96ms, mfu 5.79%
iter 774: loss 4.2457, time 176.09ms, mfu 5.78%
iter 775: loss 4.5875, time 164.68ms, mfu 5.80%
iter 776: loss 4.5184, time 173.59ms, mfu 5.79%
iter 777: loss 4.3522, time 168.59ms, mfu 5.80%
iter 778: loss 4.4731, time 169.59ms, mfu 5.81%
iter 779: loss 4.5884, time 169.32ms, mfu 5.81%
iter 780: loss 4.3907, time 166.65ms, mfu 5.83%
iter 781: loss 4.4537, time 176.84ms, mfu 5.80%
iter 782: loss 4.5770, time 166.62ms, mfu 5.82%
iter 783: loss 4.5041, time 171.26ms, mfu 5.82%
iter 784: loss 4.2827, time 170.73ms, mfu 5.82%
iter 785: loss 4.3047, time 168.51ms, mfu 5.82%
iter 786: loss 4.1855, time 168.61ms, mfu 5.83%
iter 787: loss 4.5404, time 172.94ms, mfu 5.82%
iter 788: loss 4.5690, time 169.78ms, mfu 5.82%
iter 789: loss 4.5421, time 171.10ms, mfu 5.82%
iter 790: loss 4.4909, time 167.96ms, mfu 5.83%
iter 791: loss 4.2616, time 170.92ms, mfu 5.83%
iter 792: loss 4.2532, time 168.38ms, mfu 5.83%
iter 793: loss 4.1985, time 170.09ms, mfu 5.83%
iter 794: loss 4.3610, time 173.38ms, mfu 5.82%
iter 795: loss 4.4322, time 171.80ms, mfu 5.82%
iter 796: loss 4.5505, time 170.09ms, mfu 5.82%
iter 797: loss 4.2027, time 168.70ms, mfu 5.82%
iter 798: loss 4.3166, time 170.34ms, mfu 5.82%
iter 799: loss 4.5259, time 164.87ms, mfu 5.84%
iter 800: loss 4.1242, time 172.51ms, mfu 5.83%
iter 801: loss 4.2030, time 170.52ms, mfu 5.83%
iter 802: loss 4.4637, time 172.93ms, mfu 5.82%
iter 803: loss 4.4969, time 171.23ms, mfu 5.82%
iter 804: loss 4.3658, time 168.31ms, mfu 5.83%
iter 805: loss 4.1951, time 171.32ms, mfu 5.82%
iter 806: loss 4.7303, time 172.16ms, mfu 5.82%
iter 807: loss 4.3518, time 170.21ms, mfu 5.82%
iter 808: loss 4.6513, time 164.08ms, mfu 5.84%
iter 809: loss 4.5012, time 170.44ms, mfu 5.84%
iter 810: loss 4.3180, time 169.50ms, mfu 5.84%
iter 811: loss 4.5468, time 172.77ms, mfu 5.83%
iter 812: loss 4.7121, time 172.77ms, mfu 5.82%
iter 813: loss 4.5230, time 171.57ms, mfu 5.82%
iter 814: loss 4.3941, time 171.39ms, mfu 5.82%
iter 815: loss 4.6752, time 168.95ms, mfu 5.82%
iter 816: loss 4.1618, time 164.87ms, mfu 5.84%
iter 817: loss 4.5878, time 177.18ms, mfu 5.82%
iter 818: loss 4.4760, time 164.42ms, mfu 5.84%
iter 819: loss 4.2669, time 171.63ms, mfu 5.83%
iter 820: loss 4.4992, time 170.32ms, mfu 5.83%
iter 821: loss 4.5599, time 170.05ms, mfu 5.83%
iter 822: loss 4.4526, time 167.91ms, mfu 5.84%
iter 823: loss 4.4304, time 177.77ms, mfu 5.81%
iter 824: loss 4.4959, time 169.21ms, mfu 5.82%
iter 825: loss 4.1644, time 164.34ms, mfu 5.84%
iter 826: loss 4.2827, time 171.47ms, mfu 5.83%
iter 827: loss 4.5376, time 171.06ms, mfu 5.83%
iter 828: loss 4.3049, time 168.45ms, mfu 5.84%
iter 829: loss 4.4697, time 172.84ms, mfu 5.83%
iter 830: loss 4.3836, time 172.85ms, mfu 5.82%
iter 831: loss 4.6455, time 170.82ms, mfu 5.82%
iter 832: loss 4.3291, time 165.65ms, mfu 5.83%
iter 833: loss 4.4060, time 171.95ms, mfu 5.83%
iter 834: loss 4.5010, time 169.79ms, mfu 5.83%
iter 835: loss 4.3236, time 170.17ms, mfu 5.83%
iter 836: loss 4.3881, time 164.94ms, mfu 5.85%
iter 837: loss 4.4979, time 177.50ms, mfu 5.82%
iter 838: loss 4.2029, time 170.01ms, mfu 5.82%
iter 839: loss 4.6974, time 169.69ms, mfu 5.83%
iter 840: loss 4.4933, time 163.56ms, mfu 5.85%
iter 841: loss 4.5742, time 176.52ms, mfu 5.83%
iter 842: loss 4.6056, time 170.72ms, mfu 5.83%
iter 843: loss 4.4542, time 169.58ms, mfu 5.83%
iter 844: loss 4.2965, time 173.43ms, mfu 5.82%
iter 845: loss 4.4417, time 166.69ms, mfu 5.83%
iter 846: loss 4.3250, time 168.78ms, mfu 5.84%
iter 847: loss 4.2787, time 174.66ms, mfu 5.82%
iter 848: loss 4.2195, time 170.35ms, mfu 5.82%
iter 849: loss 4.6605, time 163.26ms, mfu 5.85%
iter 850: loss 4.3134, time 173.68ms, mfu 5.83%
iter 851: loss 4.4443, time 170.17ms, mfu 5.83%
iter 852: loss 4.3079, time 168.10ms, mfu 5.84%
iter 853: loss 4.5027, time 172.68ms, mfu 5.83%
