Overriding config with config/gpt3-small-like-12b32b.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = True # override via command line if you like
wandb_project = 'data309gptnew'
wandb_run_name = 'GPT3-small-like12block32batch'

dataset = 'lyrics'
gradient_accumulation_steps = 1
batch_size = 12 # rough estimate  of the number of tokens in a sentence
block_size = 32 #estimate of the number of lines in a pop song

# baby GPT model :)
n_layer = 12
n_head = 12
n_embd = 768
dropout = 0.0

learning_rate = 6.0e-4 # with baby networks can afford to go a bit higher
max_iters = 4000
lr_decay_iters = 4000# make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
device = 'cuda' 
# compile = False # do not torch compile the model

Overriding: device = cuda
Overriding: compile = True
tokens per iteration will be: 384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.59M
num decayed parameter tensors: 50, with 123,592,704 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
iter 412: loss 5.5035, time 115.98ms, mfu 0.80%
iter 413: loss 5.2321, time 113.13ms, mfu 0.80%
iter 414: loss 4.9645, time 113.43ms, mfu 0.80%
iter 415: loss 5.5007, time 116.09ms, mfu 0.80%
iter 416: loss 4.9609, time 115.09ms, mfu 0.80%
iter 417: loss 5.6172, time 115.54ms, mfu 0.80%
iter 418: loss 5.4665, time 113.75ms, mfu 0.80%
iter 419: loss 5.4749, time 114.54ms, mfu 0.80%
iter 420: loss 5.4672, time 113.04ms, mfu 0.80%
iter 421: loss 5.6469, time 117.27ms, mfu 0.80%
iter 422: loss 5.7755, time 115.09ms, mfu 0.80%
iter 423: loss 5.5902, time 115.88ms, mfu 0.80%
iter 424: loss 5.1405, time 114.46ms, mfu 0.80%
iter 425: loss 5.4460, time 115.85ms, mfu 0.80%
iter 426: loss 5.6418, time 114.88ms, mfu 0.80%
iter 427: loss 5.4268, time 115.23ms, mfu 0.80%
iter 428: loss 5.8821, time 116.72ms, mfu 0.80%
iter 429: loss 6.5121, time 115.01ms, mfu 0.80%
iter 430: loss 5.2992, time 116.43ms, mfu 0.80%
iter 431: loss 5.1148, time 113.63ms, mfu 0.80%
iter 432: loss 5.5715, time 116.27ms, mfu 0.80%
iter 433: loss 5.6872, time 115.71ms, mfu 0.80%
iter 434: loss 5.6191, time 116.73ms, mfu 0.79%
iter 435: loss 4.8815, time 114.57ms, mfu 0.79%
iter 436: loss 5.4937, time 115.70ms, mfu 0.79%
iter 437: loss 5.3192, time 115.67ms, mfu 0.79%
iter 438: loss 5.2237, time 112.24ms, mfu 0.80%
iter 439: loss 4.6844, time 113.62ms, mfu 0.80%
iter 440: loss 5.4469, time 116.85ms, mfu 0.80%
iter 441: loss 4.8845, time 115.50ms, mfu 0.80%
iter 442: loss 5.2498, time 115.83ms, mfu 0.80%
iter 443: loss 4.9913, time 115.00ms, mfu 0.80%
iter 444: loss 5.7249, time 117.28ms, mfu 0.79%
iter 445: loss 5.4874, time 116.13ms, mfu 0.79%
iter 446: loss 5.4065, time 115.99ms, mfu 0.79%
iter 447: loss 5.6054, time 114.28ms, mfu 0.79%
iter 448: loss 5.4639, time 117.46ms, mfu 0.79%
iter 449: loss 5.3635, time 115.01ms, mfu 0.79%
iter 450: loss 5.7406, time 116.86ms, mfu 0.79%
iter 451: loss 5.1587, time 117.28ms, mfu 0.79%
iter 452: loss 5.0691, time 116.43ms, mfu 0.79%
iter 453: loss 4.9599, time 115.81ms, mfu 0.79%
iter 454: loss 4.7487, time 115.55ms, mfu 0.79%
iter 455: loss 5.2490, time 116.13ms, mfu 0.79%
iter 456: loss 5.2116, time 115.41ms, mfu 0.79%
iter 457: loss 5.7101, time 110.08ms, mfu 0.80%
iter 458: loss 5.2869, time 113.33ms, mfu 0.80%
iter 459: loss 5.3240, time 116.29ms, mfu 0.80%
iter 460: loss 5.4812, time 114.63ms, mfu 0.80%
iter 461: loss 5.5621, time 116.90ms, mfu 0.80%
iter 462: loss 5.4009, time 115.66ms, mfu 0.80%
iter 463: loss 5.3609, time 115.58ms, mfu 0.79%
iter 464: loss 5.2801, time 112.33ms, mfu 0.80%
iter 465: loss 5.2777, time 113.02ms, mfu 0.80%
iter 466: loss 5.4937, time 112.97ms, mfu 0.80%
iter 467: loss 5.0250, time 115.93ms, mfu 0.80%
iter 468: loss 5.7514, time 116.19ms, mfu 0.80%
iter 469: loss 5.1390, time 115.12ms, mfu 0.80%
iter 470: loss 5.7328, time 116.46ms, mfu 0.80%
iter 471: loss 4.7724, time 111.80ms, mfu 0.80%
iter 472: loss 5.1792, time 116.60ms, mfu 0.80%
iter 473: loss 5.3707, time 112.99ms, mfu 0.80%
iter 474: loss 5.8094, time 114.98ms, mfu 0.80%
iter 475: loss 5.4691, time 116.50ms, mfu 0.80%
iter 476: loss 5.2559, time 112.38ms, mfu 0.80%
iter 477: loss 5.3917, time 113.10ms, mfu 0.80%
iter 478: loss 5.2938, time 110.24ms, mfu 0.80%
iter 479: loss 4.5203, time 117.27ms, mfu 0.80%
iter 480: loss 5.3906, time 115.25ms, mfu 0.80%
iter 481: loss 5.4923, time 115.28ms, mfu 0.80%
iter 482: loss 5.0834, time 115.40ms, mfu 0.80%
iter 483: loss 5.3529, time 115.49ms, mfu 0.80%
iter 484: loss 5.4010, time 116.21ms, mfu 0.80%
iter 485: loss 5.7319, time 112.02ms, mfu 0.80%
iter 486: loss 5.3955, time 116.58ms, mfu 0.80%
iter 487: loss 5.6937, time 115.11ms, mfu 0.80%
iter 488: loss 5.4792, time 113.55ms, mfu 0.80%
iter 489: loss 4.9474, time 116.94ms, mfu 0.80%
iter 490: loss 5.7746, time 116.28ms, mfu 0.80%
iter 491: loss 5.1230, time 117.26ms, mfu 0.80%
iter 492: loss 5.0715, time 112.32ms, mfu 0.80%
iter 493: loss 5.1901, time 117.13ms, mfu 0.80%
iter 494: loss 5.2704, time 113.98ms, mfu 0.80%
iter 495: loss 5.7303, time 116.37ms, mfu 0.80%
iter 496: loss 5.9823, time 114.83ms, mfu 0.80%
iter 497: loss 5.2557, time 115.74ms, mfu 0.80%
iter 498: loss 5.0719, time 113.70ms, mfu 0.80%
iter 499: loss 5.0573, time 112.17ms, mfu 0.80%
step 500: train loss 5.2987, val loss 5.1536
saving checkpoint to out
iter 500: loss 5.3624, time 5552.18ms, mfu 0.72%
iter 501: loss 5.2743, time 139.03ms, mfu 0.71%
iter 502: loss 5.3599, time 130.63ms, mfu 0.71%
iter 503: loss 5.1460, time 113.79ms, mfu 0.72%
iter 504: loss 5.9812, time 114.46ms, mfu 0.73%
iter 505: loss 5.3766, time 116.94ms, mfu 0.74%
iter 506: loss 5.1145, time 115.19ms, mfu 0.74%
iter 507: loss 5.2608, time 117.18ms, mfu 0.75%
iter 508: loss 4.8680, time 115.97ms, mfu 0.75%
iter 509: loss 5.5412, time 116.40ms, mfu 0.75%
iter 510: loss 5.2930, time 115.19ms, mfu 0.76%
iter 511: loss 4.6108, time 117.12ms, mfu 0.76%
iter 512: loss 5.4294, time 115.73ms, mfu 0.76%
iter 513: loss 5.8029, time 116.38ms, mfu 0.77%
iter 514: loss 5.3158, time 112.48ms, mfu 0.77%
iter 515: loss 4.9999, time 117.05ms, mfu 0.77%
iter 516: loss 5.6627, time 113.13ms, mfu 0.78%
iter 517: loss 5.4557, time 115.51ms, mfu 0.78%
iter 518: loss 5.4440, time 117.21ms, mfu 0.78%
iter 519: loss 5.0579, time 116.14ms, mfu 0.78%
iter 520: loss 4.7893, time 115.87ms, mfu 0.78%
iter 521: loss 4.6364, time 112.76ms, mfu 0.78%
iter 522: loss 4.8516, time 116.97ms, mfu 0.78%
iter 523: loss 5.1966, time 113.25ms, mfu 0.79%
iter 524: loss 5.4111, time 115.92ms, mfu 0.79%
iter 525: loss 5.4461, time 116.01ms, mfu 0.79%
iter 526: loss 5.5334, time 115.51ms, mfu 0.79%
iter 527: loss 5.5951, time 118.17ms, mfu 0.79%
iter 528: loss 5.2192, time 116.85ms, mfu 0.79%
iter 529: loss 5.9601, time 112.85ms, mfu 0.79%
iter 530: loss 5.4088, time 111.14ms, mfu 0.79%
iter 531: loss 5.2703, time 115.69ms, mfu 0.79%
iter 532: loss 4.7450, time 117.17ms, mfu 0.79%
iter 533: loss 4.9468, time 111.83ms, mfu 0.79%
iter 534: loss 5.0823, time 115.93ms, mfu 0.79%
iter 535: loss 5.4616, time 110.90ms, mfu 0.80%
iter 536: loss 4.9698, time 113.27ms, mfu 0.80%
iter 537: loss 4.9153, time 113.53ms, mfu 0.80%
iter 538: loss 4.9440, time 116.46ms, mfu 0.80%
iter 539: loss 5.0141, time 111.38ms, mfu 0.80%
iter 540: loss 4.9775, time 113.80ms, mfu 0.80%
iter 541: loss 5.1260, time 113.54ms, mfu 0.80%
iter 542: loss 5.4260, time 113.18ms, mfu 0.80%
iter 543: loss 4.8503, time 116.90ms, mfu 0.80%
iter 544: loss 5.1098, time 112.75ms, mfu 0.80%
iter 545: loss 5.1063, time 117.70ms, mfu 0.80%
iter 546: loss 4.9828, time 112.50ms, mfu 0.80%
iter 547: loss 4.9572, time 115.29ms, mfu 0.80%
iter 548: loss 5.6333, time 114.58ms, mfu 0.80%
iter 549: loss 4.6218, time 112.87ms, mfu 0.80%
iter 550: loss 5.3172, time 110.81ms, mfu 0.80%
iter 551: loss 5.3846, time 110.17ms, mfu 0.81%
iter 552: loss 5.5078, time 114.79ms, mfu 0.81%
iter 553: loss 5.1038, time 116.18ms, mfu 0.80%
iter 554: loss 4.9510, time 115.83ms, mfu 0.80%
iter 555: loss 5.1684, time 115.04ms, mfu 0.80%
iter 556: loss 4.7436, time 116.81ms, mfu 0.80%
iter 557: loss 5.1768, time 112.10ms, mfu 0.80%
iter 558: loss 5.2004, time 113.97ms, mfu 0.80%
iter 559: loss 5.2619, time 113.46ms, mfu 0.80%
iter 560: loss 5.3475, time 113.83ms, mfu 0.80%
iter 561: loss 5.2947, time 116.12ms, mfu 0.80%
iter 562: loss 5.2195, time 113.51ms, mfu 0.80%
iter 563: loss 5.2309, time 112.80ms, mfu 0.80%
iter 564: loss 5.1700, time 110.61ms, mfu 0.81%
iter 565: loss 5.5305, time 117.39ms, mfu 0.80%
iter 566: loss 5.5709, time 111.16ms, mfu 0.81%
iter 567: loss 5.0833, time 113.08ms, mfu 0.81%
iter 568: loss 4.7687, time 110.73ms, mfu 0.81%
iter 569: loss 4.8352, time 115.96ms, mfu 0.81%
iter 570: loss 5.6989, time 113.97ms, mfu 0.81%
iter 571: loss 5.3294, time 113.65ms, mfu 0.81%
iter 572: loss 5.2792, time 113.28ms, mfu 0.81%
iter 573: loss 5.4650, time 115.43ms, mfu 0.81%
iter 574: loss 5.2022, time 113.78ms, mfu 0.81%
iter 575: loss 5.2529, time 113.31ms, mfu 0.81%
iter 576: loss 5.3579, time 116.12ms, mfu 0.80%
iter 577: loss 5.1449, time 113.24ms, mfu 0.80%
iter 578: loss 5.5518, time 115.05ms, mfu 0.80%
iter 579: loss 5.2671, time 116.61ms, mfu 0.80%
iter 580: loss 5.9501, time 112.37ms, mfu 0.80%
iter 581: loss 5.5202, time 115.75ms, mfu 0.80%
iter 582: loss 5.6447, time 114.46ms, mfu 0.80%
iter 583: loss 5.6178, time 113.02ms, mfu 0.80%
iter 584: loss 5.3709, time 117.81ms, mfu 0.80%
iter 585: loss 5.1983, time 117.01ms, mfu 0.80%
iter 586: loss 5.5357, time 116.34ms, mfu 0.80%
iter 587: loss 5.6473, time 115.30ms, mfu 0.80%
iter 588: loss 5.0159, time 116.54ms, mfu 0.80%
iter 589: loss 5.4448, time 115.45ms, mfu 0.80%
iter 590: loss 4.9613, time 116.76ms, mfu 0.80%
iter 591: loss 5.5489, time 111.31ms, mfu 0.80%
iter 592: loss 5.1756, time 111.31ms, mfu 0.80%
iter 593: loss 5.3204, time 113.05ms, mfu 0.80%
iter 594: loss 4.7835, time 110.67ms, mfu 0.80%
iter 595: loss 5.2762, time 113.45ms, mfu 0.80%
iter 596: loss 5.2615, time 116.69ms, mfu 0.80%
iter 597: loss 5.2569, time 112.97ms, mfu 0.80%
iter 598: loss 5.1607, time 110.86ms, mfu 0.81%
iter 599: loss 5.4208, time 113.76ms, mfu 0.81%
iter 600: loss 5.2563, time 113.41ms, mfu 0.81%
iter 601: loss 4.9273, time 115.48ms, mfu 0.81%
iter 602: loss 5.2901, time 115.27ms, mfu 0.80%
iter 603: loss 5.7285, time 114.80ms, mfu 0.80%
iter 604: loss 5.6810, time 115.98ms, mfu 0.80%
iter 605: loss 5.3827, time 113.33ms, mfu 0.80%
iter 606: loss 5.5035, time 117.49ms, mfu 0.80%
iter 607: loss 4.6232, time 112.63ms, mfu 0.80%
iter 608: loss 5.3414, time 115.08ms, mfu 0.80%
iter 609: loss 4.8322, time 111.35ms, mfu 0.80%
iter 610: loss 5.3393, time 113.72ms, mfu 0.80%
iter 611: loss 5.2850, time 115.94ms, mfu 0.80%
iter 612: loss 4.9354, time 113.78ms, mfu 0.80%
iter 613: loss 5.5325, time 115.98ms, mfu 0.80%
iter 614: loss 4.8269, time 117.25ms, mfu 0.80%
iter 615: loss 4.9672, time 114.45ms, mfu 0.80%
iter 616: loss 4.8860, time 116.21ms, mfu 0.80%
iter 617: loss 5.1712, time 112.89ms, mfu 0.80%
iter 618: loss 5.5836, time 115.54ms, mfu 0.80%
iter 619: loss 5.5265, time 116.66ms, mfu 0.80%
iter 620: loss 5.1798, time 115.78ms, mfu 0.80%
iter 621: loss 4.9834, time 117.23ms, mfu 0.80%
iter 622: loss 4.9596, time 115.65ms, mfu 0.80%
iter 623: loss 5.2144, time 117.44ms, mfu 0.79%
iter 624: loss 5.5252, time 115.94ms, mfu 0.79%
iter 625: loss 5.4974, time 115.92ms, mfu 0.79%
iter 626: loss 5.5412, time 116.23ms, mfu 0.79%
iter 627: loss 4.9599, time 116.06ms, mfu 0.79%
iter 628: loss 5.4386, time 115.28ms, mfu 0.79%
iter 629: loss 5.0357, time 116.66ms, mfu 0.79%
iter 630: loss 5.4639, time 115.67ms, mfu 0.79%
iter 631: loss 4.9569, time 116.07ms, mfu 0.79%
iter 632: loss 4.9252, time 115.69ms, mfu 0.79%
iter 633: loss 4.7550, time 116.23ms, mfu 0.79%
iter 634: loss 4.6773, time 110.61ms, mfu 0.80%
iter 635: loss 5.9565, time 108.78ms, mfu 0.80%
iter 636: loss 5.7859, time 114.70ms, mfu 0.80%
iter 637: loss 5.3284, time 116.62ms, mfu 0.80%
iter 638: loss 5.1826, time 115.08ms, mfu 0.80%
iter 639: loss 5.5018, time 116.03ms, mfu 0.80%
iter 640: loss 5.2614, time 115.89ms, mfu 0.80%
iter 641: loss 4.8745, time 118.17ms, mfu 0.80%
iter 642: loss 4.6191, time 115.73ms, mfu 0.79%
iter 643: loss 4.8204, time 116.61ms, mfu 0.79%
iter 644: loss 5.5084, time 113.16ms, mfu 0.80%
iter 645: loss 5.7770, time 113.19ms, mfu 0.80%
iter 646: loss 5.6806, time 112.17ms, mfu 0.80%
iter 647: loss 5.1046, time 116.00ms, mfu 0.80%
iter 648: loss 5.2559, time 115.33ms, mfu 0.80%
iter 649: loss 5.0981, time 116.06ms, mfu 0.80%
iter 650: loss 5.7970, time 114.95ms, mfu 0.80%
iter 651: loss 4.9779, time 116.07ms, mfu 0.80%
iter 652: loss 5.4217, time 117.51ms, mfu 0.79%
iter 653: loss 5.4839, time 110.46ms, mfu 0.80%
iter 654: loss 5.9516, time 117.18ms, mfu 0.80%
iter 655: loss 4.8827, time 110.03ms, mfu 0.80%
iter 656: loss 5.0633, time 110.91ms, mfu 0.80%
iter 657: loss 5.1936, time 115.31ms, mfu 0.80%
iter 658: loss 4.9703, time 117.18ms, mfu 0.80%
iter 659: loss 5.6892, time 114.92ms, mfu 0.80%
iter 660: loss 4.9517, time 110.10ms, mfu 0.80%
iter 661: loss 4.8900, time 116.68ms, mfu 0.80%
iter 662: loss 5.3573, time 110.88ms, mfu 0.80%
iter 663: loss 5.3332, time 115.76ms, mfu 0.80%
iter 664: loss 4.7838, time 113.69ms, mfu 0.80%
iter 665: loss 5.4890, time 118.07ms, mfu 0.80%
iter 666: loss 5.0692, time 117.48ms, mfu 0.80%
iter 667: loss 4.8525, time 111.73ms, mfu 0.80%
iter 668: loss 5.2880, time 115.03ms, mfu 0.80%
iter 669: loss 4.7027, time 110.47ms, mfu 0.80%
iter 670: loss 5.1654, time 114.66ms, mfu 0.80%
iter 671: loss 4.8031, time 117.38ms, mfu 0.80%
iter 672: loss 4.7578, time 115.66ms, mfu 0.80%
iter 673: loss 5.0858, time 116.35ms, mfu 0.80%
iter 674: loss 5.2124, time 116.85ms, mfu 0.80%
iter 675: loss 5.5301, time 115.99ms, mfu 0.80%
iter 676: loss 5.2679, time 112.96ms, mfu 0.80%
iter 677: loss 4.7865, time 117.63ms, mfu 0.80%
iter 678: loss 5.7037, time 112.41ms, mfu 0.80%
iter 679: loss 4.8645, time 110.31ms, mfu 0.80%
iter 680: loss 5.1784, time 113.99ms, mfu 0.80%
iter 681: loss 5.3623, time 117.02ms, mfu 0.80%
iter 682: loss 5.1325, time 112.09ms, mfu 0.80%
iter 683: loss 4.7515, time 116.89ms, mfu 0.80%
iter 684: loss 4.9824, time 115.12ms, mfu 0.80%
iter 685: loss 5.3850, time 116.74ms, mfu 0.80%
iter 686: loss 5.4515, time 115.40ms, mfu 0.80%
iter 687: loss 5.0756, time 116.38ms, mfu 0.80%
iter 688: loss 5.1238, time 113.29ms, mfu 0.80%
iter 689: loss 5.3259, time 114.68ms, mfu 0.80%
iter 690: loss 5.0835, time 113.32ms, mfu 0.80%
iter 691: loss 5.4436, time 117.27ms, mfu 0.80%
iter 692: loss 5.2687, time 110.12ms, mfu 0.80%
iter 693: loss 4.9460, time 116.63ms, mfu 0.80%
iter 694: loss 5.1975, time 116.54ms, mfu 0.80%
iter 695: loss 4.9643, time 113.14ms, mfu 0.80%
iter 696: loss 5.6004, time 118.04ms, mfu 0.80%
iter 697: loss 5.2043, time 115.89ms, mfu 0.80%
iter 698: loss 5.4326, time 117.60ms, mfu 0.80%
iter 699: loss 5.3550, time 113.06ms, mfu 0.80%
iter 700: loss 5.0261, time 118.16ms, mfu 0.79%
iter 701: loss 5.3163, time 116.64ms, mfu 0.79%
iter 702: loss 5.2253, time 115.91ms, mfu 0.79%
iter 703: loss 4.7724, time 118.79ms, mfu 0.79%
iter 704: loss 4.9384, time 111.29ms, mfu 0.79%
iter 705: loss 4.5291, time 113.34ms, mfu 0.80%
iter 706: loss 5.3328, time 110.10ms, mfu 0.80%
iter 707: loss 4.2549, time 114.72ms, mfu 0.80%
iter 708: loss 5.3185, time 116.98ms, mfu 0.80%
iter 709: loss 5.0710, time 113.93ms, mfu 0.80%
iter 710: loss 4.8555, time 116.09ms, mfu 0.80%
iter 711: loss 5.4594, time 112.52ms, mfu 0.80%
iter 712: loss 6.2827, time 116.12ms, mfu 0.80%
iter 713: loss 5.1344, time 116.33ms, mfu 0.80%
iter 714: loss 5.5286, time 114.66ms, mfu 0.80%
iter 715: loss 5.3849, time 117.31ms, mfu 0.80%
iter 716: loss 5.1045, time 111.41ms, mfu 0.80%
iter 717: loss 5.0838, time 111.71ms, mfu 0.80%
iter 718: loss 5.1842, time 116.04ms, mfu 0.80%
iter 719: loss 5.0462, time 116.63ms, mfu 0.80%
iter 720: loss 4.9423, time 111.96ms, mfu 0.80%
iter 721: loss 4.7780, time 114.69ms, mfu 0.80%
iter 722: loss 4.8776, time 116.23ms, mfu 0.80%
iter 723: loss 5.0468, time 115.52ms, mfu 0.80%
iter 724: loss 5.2221, time 116.71ms, mfu 0.80%
iter 725: loss 5.2629, time 115.98ms, mfu 0.80%
iter 726: loss 4.6333, time 117.17ms, mfu 0.80%
iter 727: loss 4.7787, time 113.98ms, mfu 0.80%
iter 728: loss 5.0192, time 116.84ms, mfu 0.80%
iter 729: loss 5.2333, time 111.33ms, mfu 0.80%
iter 730: loss 4.8543, time 110.38ms, mfu 0.80%
iter 731: loss 5.3766, time 115.75ms, mfu 0.80%
iter 732: loss 4.6125, time 115.62ms, mfu 0.80%
iter 733: loss 5.6223, time 111.03ms, mfu 0.80%
iter 734: loss 5.8451, time 112.72ms, mfu 0.80%
iter 735: loss 5.4440, time 117.18ms, mfu 0.80%
iter 736: loss 5.4439, time 115.59ms, mfu 0.80%
iter 737: loss 5.1640, time 116.59ms, mfu 0.80%
iter 738: loss 5.4005, time 115.67ms, mfu 0.80%
iter 739: loss 5.1269, time 116.15ms, mfu 0.80%
iter 740: loss 5.7014, time 116.27ms, mfu 0.80%
iter 741: loss 5.7512, time 115.33ms, mfu 0.80%
iter 742: loss 5.5034, time 116.95ms, mfu 0.80%
iter 743: loss 5.1713, time 111.14ms, mfu 0.80%
iter 744: loss 5.2184, time 114.03ms, mfu 0.80%
iter 745: loss 5.0875, time 117.39ms, mfu 0.80%
iter 746: loss 5.7420, time 114.01ms, mfu 0.80%
iter 747: loss 5.5777, time 117.72ms, mfu 0.80%
iter 748: loss 5.8246, time 112.36ms, mfu 0.80%
iter 749: loss 5.4534, time 111.84ms, mfu 0.80%
step 750: train loss 5.0448, val loss 5.0831
saving checkpoint to out
iter 750: loss 5.6871, time 5583.30ms, mfu 0.72%
iter 751: loss 5.1646, time 139.31ms, mfu 0.72%
iter 752: loss 5.3454, time 114.23ms, mfu 0.72%
iter 753: loss 5.6213, time 117.53ms, mfu 0.73%
iter 754: loss 5.1991, time 112.00ms, mfu 0.74%
iter 755: loss 5.2626, time 115.66ms, mfu 0.74%
iter 756: loss 5.4522, time 113.06ms, mfu 0.75%
iter 757: loss 4.7135, time 114.88ms, mfu 0.76%
iter 758: loss 4.9356, time 109.83ms, mfu 0.76%
iter 759: loss 5.8138, time 117.24ms, mfu 0.77%
iter 760: loss 5.3078, time 113.34ms, mfu 0.77%
iter 761: loss 5.4729, time 111.57ms, mfu 0.77%
iter 762: loss 5.3388, time 112.67ms, mfu 0.78%
iter 763: loss 5.0923, time 111.38ms, mfu 0.78%
iter 764: loss 5.7058, time 112.38ms, mfu 0.79%
iter 765: loss 4.9883, time 114.72ms, mfu 0.79%
iter 766: loss 4.7732, time 115.41ms, mfu 0.79%
iter 767: loss 4.7412, time 111.69ms, mfu 0.79%
iter 768: loss 5.0785, time 115.98ms, mfu 0.79%
iter 769: loss 5.2003, time 114.96ms, mfu 0.79%
iter 770: loss 5.2669, time 112.18ms, mfu 0.79%
iter 771: loss 5.1011, time 115.96ms, mfu 0.79%
iter 772: loss 4.8268, time 110.84ms, mfu 0.80%
iter 773: loss 4.8369, time 115.56ms, mfu 0.80%
iter 774: loss 5.0364, time 116.68ms, mfu 0.80%
iter 775: loss 4.6604, time 114.53ms, mfu 0.80%
iter 776: loss 4.7332, time 113.21ms, mfu 0.80%
iter 777: loss 5.4307, time 112.26ms, mfu 0.80%
iter 778: loss 4.7995, time 116.84ms, mfu 0.80%
iter 779: loss 4.6747, time 109.60ms, mfu 0.80%
iter 780: loss 4.6478, time 114.82ms, mfu 0.80%
iter 781: loss 5.5755, time 116.26ms, mfu 0.80%
iter 782: loss 4.7914, time 113.01ms, mfu 0.80%
iter 783: loss 5.8781, time 111.53ms, mfu 0.80%
iter 784: loss 4.9764, time 116.09ms, mfu 0.80%
iter 785: loss 4.7442, time 113.81ms, mfu 0.80%
iter 786: loss 5.2917, time 109.68ms, mfu 0.81%
iter 787: loss 5.4376, time 111.01ms, mfu 0.81%
iter 788: loss 5.7235, time 111.30ms, mfu 0.81%
iter 789: loss 4.7495, time 111.11ms, mfu 0.81%
iter 790: loss 4.6176, time 112.93ms, mfu 0.81%
iter 791: loss 5.3871, time 114.36ms, mfu 0.81%
iter 792: loss 4.9347, time 117.92ms, mfu 0.81%
iter 793: loss 5.5940, time 116.28ms, mfu 0.81%
iter 794: loss 5.4435, time 115.98ms, mfu 0.80%
iter 795: loss 5.2882, time 115.79ms, mfu 0.80%
iter 796: loss 4.9043, time 117.11ms, mfu 0.80%
iter 797: loss 5.3438, time 111.53ms, mfu 0.80%
iter 798: loss 4.9752, time 113.59ms, mfu 0.80%
iter 799: loss 5.2821, time 116.65ms, mfu 0.80%
iter 800: loss 5.1041, time 116.18ms, mfu 0.80%
iter 801: loss 4.9212, time 114.41ms, mfu 0.80%
iter 802: loss 4.9205, time 114.62ms, mfu 0.80%
iter 803: loss 5.0627, time 112.12ms, mfu 0.80%
iter 804: loss 5.1398, time 117.01ms, mfu 0.80%
iter 805: loss 4.8457, time 113.67ms, mfu 0.80%
iter 806: loss 5.4363, time 114.08ms, mfu 0.80%
iter 807: loss 5.2012, time 117.13ms, mfu 0.80%
iter 808: loss 5.3886, time 109.54ms, mfu 0.80%
iter 809: loss 4.6560, time 114.31ms, mfu 0.80%
iter 810: loss 5.6143, time 116.81ms, mfu 0.80%
iter 811: loss 5.3029, time 111.04ms, mfu 0.80%
iter 812: loss 4.9898, time 115.17ms, mfu 0.80%
iter 813: loss 5.1600, time 116.94ms, mfu 0.80%
iter 814: loss 5.4212, time 114.10ms, mfu 0.80%
iter 815: loss 5.3567, time 110.33ms, mfu 0.80%
iter 816: loss 5.3056, time 116.12ms, mfu 0.80%
iter 817: loss 5.2150, time 113.35ms, mfu 0.80%
iter 818: loss 4.7111, time 115.27ms, mfu 0.80%
iter 819: loss 4.6750, time 114.79ms, mfu 0.80%
iter 820: loss 5.0878, time 113.31ms, mfu 0.80%
iter 821: loss 5.0532, time 114.73ms, mfu 0.80%
iter 822: loss 4.8877, time 109.01ms, mfu 0.81%
iter 823: loss 5.2059, time 111.55ms, mfu 0.81%
iter 824: loss 4.7682, time 116.51ms, mfu 0.81%
iter 825: loss 5.0344, time 115.02ms, mfu 0.81%
iter 826: loss 4.7203, time 115.25ms, mfu 0.80%
iter 827: loss 4.8057, time 116.17ms, mfu 0.80%
iter 828: loss 5.3681, time 116.04ms, mfu 0.80%
iter 829: loss 4.6655, time 113.82ms, mfu 0.80%
iter 830: loss 5.0706, time 114.88ms, mfu 0.80%
iter 831: loss 4.9290, time 113.70ms, mfu 0.80%
iter 832: loss 5.3428, time 116.91ms, mfu 0.80%
iter 833: loss 5.2106, time 111.81ms, mfu 0.80%
iter 834: loss 5.1609, time 114.87ms, mfu 0.80%
iter 835: loss 4.8920, time 116.45ms, mfu 0.80%
iter 836: loss 5.5384, time 113.82ms, mfu 0.80%
iter 837: loss 4.8429, time 114.52ms, mfu 0.80%
iter 838: loss 5.1549, time 113.55ms, mfu 0.80%
iter 839: loss 5.1195, time 115.31ms, mfu 0.80%
iter 840: loss 5.2725, time 116.34ms, mfu 0.80%
iter 841: loss 4.6042, time 112.77ms, mfu 0.80%
iter 842: loss 4.9439, time 111.14ms, mfu 0.80%
iter 843: loss 4.8618, time 109.55ms, mfu 0.81%
iter 844: loss 4.8784, time 111.10ms, mfu 0.81%
iter 845: loss 5.4585, time 115.68ms, mfu 0.81%
iter 846: loss 5.2316, time 116.09ms, mfu 0.81%
iter 847: loss 5.0156, time 111.41ms, mfu 0.81%
iter 848: loss 4.8947, time 115.81ms, mfu 0.81%
iter 849: loss 5.5920, time 117.45ms, mfu 0.80%
iter 850: loss 4.7889, time 111.72ms, mfu 0.80%
iter 851: loss 5.5958, time 109.38ms, mfu 0.81%
iter 852: loss 5.2524, time 112.79ms, mfu 0.81%
iter 853: loss 4.9829, time 115.18ms, mfu 0.81%
